proteinAccession	N_experiment	fold change	metric	P-value	BH adjusted P-value	LogFC	LogMetric	Gene	Description
Q16880	1	0.703822011414074	0.703822011414074	0.133191330382561	0.378981713551458	-0.506717461076347	-0.506717461076347	UGT8 	CGT_HUMAN 2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Homo sapiens OX=9606 GN=UGT8 PE=1 SV=2
Q16891	3	0.89096748130877	0.89096748130877	0.0426777890050315	0.235565023706063	-0.166555317922108	-0.166555317922108	IMMT 	MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1
Q17RN3	4	1.41023212815412	1.41023212815412	0.435201655886096	0.656953191086045	0.495932653810849	0.495932653810849	FAM98C 	FA98C_HUMAN Protein FAM98C OS=Homo sapiens OX=9606 GN=FAM98C PE=1 SV=1
Q2M3G8	2	0.928709928379427	0.928709928379427	0.0607414801518544	0.27448558946566	-0.106700036746728	-0.106700036746728	NA	NA
Q2NL82	5	1.33037948452835	1.33037948452835	0.896064936606703	0.94834288091893	0.411837826445713	0.411837826445713	TSR1 	TSR1_HUMAN Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens OX=9606 GN=TSR1 PE=1 SV=1
Q2TAL8	1	0.786640400083596	0.786640400083596	0.0845489297206722	0.316299763985587	-0.34622381312785	-0.34622381312785	QRICH1 	QRIC1_HUMAN Transcriptional regulator QRICH1 OS=Homo sapiens OX=9606 GN=QRICH1 PE=1 SV=1
Q30134	1	0.608406488738409	0.608406488738409	0.0806526867032666	0.310869910071961	-0.716892555202986	-0.716892555202986	NA	NA
Q3KQS4	4	325.550968191913	390.661161830295	0.104379584680639	0.344247423032914	8.34673961888414	8.60977402471793	NA	NA
Q3KQZ1	1	0.770616808775414	0.770616808775414	0.0733249348676052	0.30027177402769	-0.375914440329738	-0.375914440329738	SLC25A35 	S2535_HUMAN Solute carrier family 25 member 35 OS=Homo sapiens OX=9606 GN=SLC25A35 PE=1 SV=1
Q49A26	2	0.877216580323365	0.877216580323365	0.103233836819567	0.342400410852468	-0.188995014152379	-0.188995014152379	GLYR1 	GLYR1_HUMAN Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4
Q4G0J3	2	0.920080501252483	0.920080501252483	0.189193280641588	0.439809080999649	-0.120168001460224	-0.120168001460224	LARP7 	LARP7_HUMAN La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1
Q4G0N4	4	0.929142888696984	0.929142888696984	0.0483541441516292	0.247752710259496	-0.106027615650065	-0.106027615650065	NADK2 	NAKD2_HUMAN NAD kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=NADK2 PE=1 SV=2
Q4G177	5	1.12384620011226	1.12384620011226	0.643985462726518	0.802020749956981	0.168444614280046	0.168444614280046	NA	NA
Q4V339	1	0.813513601146486	0.813513601146486	0.0479951490337792	0.246637409523422	-0.297761628347209	-0.297761628347209	CBWD6 	CBWD6_HUMAN COBW domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CBWD6 PE=3 SV=1
Q4VXZ8	4	1.40593791784974	1.40593791784974	0.673012443436982	0.820339195109652	0.491532890578473	0.491532890578473	DECR2 	Q4VXZ8_HUMAN 2,4-dienoyl-CoA reductase 2 OS=Homo sapiens OX=9606 GN=DECR2 PE=1 SV=1
Q53SF7	3	0.780257371806282	0.780257371806282	0.0102747608861716	0.11587317158967	-0.357978012216604	-0.357978012216604	COBLL1 	COBL1_HUMAN Cordon-bleu protein-like 1 OS=Homo sapiens OX=9606 GN=COBLL1 PE=1 SV=3
Q5BKZ1	4	1.01552709781782	1.01552709781782	0.17831686898169	0.429627979855916	0.0222287363015225	0.0222287363015225	ZNF326 	ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2
Q5GLZ8	5	1.5455903255909	1.5455903255909	0.913685660694042	0.955017982145283	0.628157968964304	0.628157968964304	HERC4 	HERC4_HUMAN Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens OX=9606 GN=HERC4 PE=1 SV=1
Q5H9R7-3	1	1.01655050422037	1.01655050422037	0.671419879988173	0.819028759191739	0.0236818928789303	0.0236818928789303	PPP6R3 	PP6R3_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=2
Q5HY71	3	1.21436675522285	1.21436675522285	0.96189999821044	0.981116302347397	0.280204200863025	0.280204200863025	NA	NA
Q5HYI8	1	0.866692798301069	0.866692798301069	0.0830278344007777	0.313827040638145	-0.206407378147029	-0.206407378147029	RABL3 	RABL3_HUMAN Rab-like protein 3 OS=Homo sapiens OX=9606 GN=RABL3 PE=1 SV=1
Q5JR04	3	0.904848421865573	0.904848421865573	0.0503318476713145	0.252158400358514	-0.144251959418916	-0.144251959418916	MOV10 	Q5JR04_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN=MOV10 PE=1 SV=1
Q5JRI1	2	1.31680559819357	1.31680559819357	0.633056276993849	0.794678694964478	0.39704237427811	0.39704237427811	SRSF10 	Q5JRI1_HUMAN Serine/arginine-rich-splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1
Q5JSH3	4	1.11450207564547	1.11450207564547	0.695808785876538	0.833680057415663	0.156399303471275	0.156399303471275	WDR44 	WDR44_HUMAN WD repeat-containing protein 44 OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1
Q5R2V8	3	0.821424740146696	0.821424740146696	0.00310461063931535	0.0614227811172046	-0.283799694990116	-0.283799694990116	NA	NA
Q5SQL3	1	0.757150711119235	0.757150711119235	0.0230393991117886	0.172618267191401	-0.40134759712931	-0.40134759712931	HIPK1 	Q5SQL3_HUMAN Homeodomain-interacting protein kinase 1 OS=Homo sapiens OX=9606 GN=HIPK1 PE=1 SV=1
Q5SQP8	2	0.989035409127182	0.989035409127182	0.278349660415728	0.527804101916589	-0.0159059220751501	-0.0159059220751501	NA	NA
Q5SRE5	3	1.09657080381747	1.09657080381747	0.347905442133935	0.590506529262719	0.132998967523128	0.132998967523128	NUP188 	NU188_HUMAN Nucleoporin NUP188 OS=Homo sapiens OX=9606 GN=NUP188 PE=1 SV=1
Q5SRQ6	7	1.10571323809281	1.10571323809281	0.486388970548679	0.694178817674415	0.14497727741374	0.14497727741374	CSNK2B 	Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2
Q5SWX8	4	0.754544525988559	0.754544525988559	0.0036048001264182	0.0659595075154729	-0.406322057584696	-0.406322057584696	ODR4 	ODR4_HUMAN Protein odr-4 homolog OS=Homo sapiens OX=9606 GN=ODR4 PE=1 SV=1
Q5SY16	3	1.20355012254663	1.20355012254663	0.520648525070973	0.71691554000681	0.267296224939714	0.267296224939714	NOL9 	NOL9_HUMAN Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1
Q5T0Y8	1	0.797917311129949	0.797917311129949	0.0845314205648935	0.316299763985587	-0.325688848444577	-0.325688848444577	SMPDL3B 	Q5T0Y8_HUMAN Acid sphingomyelinase-like phosphodiesterase 3b (Fragment) OS=Homo sapiens OX=9606 GN=SMPDL3B PE=1 SV=1
Q5T1Z4	1	0.744868531099694	0.744868531099694	0.14097549352537	0.387376670793888	-0.424942281752568	-0.424942281752568	PUM1 	Q5T1Z4_HUMAN Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=1
Q5T4S7	7	1.1685386604715	1.1685386604715	0.678744427181189	0.823244286230764	0.224705465697849	0.224705465697849	UBR4 	UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1
Q5T4U8	1	0.771112189229454	0.771112189229454	0.012710564914256	0.128137876548017	-0.374987321556053	-0.374987321556053	RABGGTB 	Q5T4U8_HUMAN Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens OX=9606 GN=RABGGTB PE=1 SV=1
Q5T619	2	0.697411140616693	0.697411140616693	0.00710538827204647	0.0981236405871807	-0.519918684624076	-0.519918684624076	ZNF648 	ZN648_HUMAN Zinc finger protein 648 OS=Homo sapiens OX=9606 GN=ZNF648 PE=1 SV=1
Q5T653	1	0.684525401355837	0.684525401355837	0.0532495246289923	0.260125571316474	-0.546824016910174	-0.546824016910174	MRPL2 	RM02_HUMAN 39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=2
Q5T7N2	2	0.876265680918832	0.876265680918832	0.0502117919113454	0.252158400358514	-0.19055973826748	-0.19055973826748	L1TD1 	LITD1_HUMAN LINE-1 type transposase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=L1TD1 PE=1 SV=1
Q5T9B7	9	1.23709016969518	1.23709016969518	0.950616330058156	0.974316332458829	0.306950660080669	0.306950660080669	AK1 	Q5T9B7_HUMAN Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=1
Q5TAL3	1	0.82543779814808	0.82543779814808	0.167822790848654	0.419126662273305	-0.276768591662073	-0.276768591662073	NA	NA
Q5TB20	3	1.03905770000418	1.03905770000418	0.352219059470105	0.594164365975282	0.0552757708913507	0.0552757708913507	NA	NA
Q5TDF0	5	1.57633598774901	1.57633598774901	0.903677934426008	0.952086945045103	0.6565750704523	0.6565750704523	NTPCR 	Q5TDF0_HUMAN Cancer-related nucleoside-triphosphatase OS=Homo sapiens OX=9606 GN=NTPCR PE=1 SV=1
Q5TFE4	6	1.1442529068356	1.1442529068356	0.488534308438051	0.695817931770821	0.194405956934841	0.194405956934841	NT5DC1 	NT5D1_HUMAN 5'-nucleotidase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1
Q5TIG5	1	0.6866417816024	0.6866417816024	0.0791744253169786	0.308408465832517	-0.542370448083588	-0.542370448083588	AFDN 	Q5TIG5_HUMAN Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=1
Q5U5J2	7	1.02622515360827	1.02622515360827	0.0907869776870093	0.324118473920118	0.037347292697289	0.037347292697289	CSNK2A1 	Q5U5J2_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1
Q5VTE0	1	0.760894416500765	0.760894416500765	0.0300190177430794	0.198589761056882	-0.394231819028095	-0.394231819028095	EEF1A1P5 	EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1
Q5VTL8	2	0.888732264222004	0.888732264222004	0.0472598853672438	0.245352891937276	-0.170179230674885	-0.170179230674885	PRPF38B 	PR38B_HUMAN Pre-mRNA-splicing factor 38B OS=Homo sapiens OX=9606 GN=PRPF38B PE=1 SV=1
Q5VTU8	7	0.90068890062805	0.90068890062805	0.00477291991030884	0.0778797833818693	-0.150899211960696	-0.150899211960696	ATP5F1EP2 	AT5EL_HUMAN ATP synthase subunit epsilon-like protein, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1EP2 PE=1 SV=1
Q5VW36	2	0.777669410182175	0.777669410182175	0.0217641958879707	0.168446362062032	-0.362771103751504	-0.362771103751504	FOCAD 	FOCAD_HUMAN Focadhesin OS=Homo sapiens OX=9606 GN=FOCAD PE=1 SV=2
Q5VW38	1	0.771617914886361	0.771617914886361	0.0832984432355246	0.314655396255433	-0.374041455624666	-0.374041455624666	GPR107 	GP107_HUMAN Protein GPR107 OS=Homo sapiens OX=9606 GN=GPR107 PE=1 SV=1
Q5VWC4	6	1.31602251443106	1.31602251443106	0.696700981634213	0.833818693364018	0.39618417082102	0.39618417082102	PSMD4 	Q5VWC4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1
Q5VWQ0	2	0.820454725334265	0.820454725334265	0.023599837508641	0.175364520266674	-0.285504370335321	-0.285504370335321	RSBN1 	RSBN1_HUMAN Lysine-specific demethylase 9 OS=Homo sapiens OX=9606 GN=RSBN1 PE=1 SV=2
Q5VWQ8	4	1.00242294499135	1.00242294499135	0.149927180106439	0.398192636095743	0.00349134276361144	0.00349134276361144	DAB2IP 	DAB2P_HUMAN Disabled homolog 2-interacting protein OS=Homo sapiens OX=9606 GN=DAB2IP PE=1 SV=2
Q5VY30	5	1.00716335438545	1.00716335438545	0.121071400754517	0.364307527650593	0.0102976966999696	0.0102976966999696	RBP4 	Q5VY30_HUMAN Retinol-binding protein OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=2
Q5VYY1	4	1.33684777820519	1.33684777820519	0.433433194935491	0.655064587523656	0.418835200561354	0.418835200561354	ANKRD22 	ANR22_HUMAN Ankyrin repeat domain-containing protein 22 OS=Homo sapiens OX=9606 GN=ANKRD22 PE=2 SV=1
Q5VZ89	4	1.59124145005126	1.59124145005126	0.254337253937817	0.506502350059325	0.670152762358033	0.670152762358033	DENND4C 	DEN4C_HUMAN DENN domain-containing protein 4C OS=Homo sapiens OX=9606 GN=DENND4C PE=1 SV=3
Q63ZY3	5	0.888036005805808	0.888036005805808	0.0133116848951957	0.131887757545358	-0.171309922428655	-0.171309922428655	KANK2 	KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1
Q64EX5	1	0.9191862469933	0.9191862469933	0.414887354800878	0.643308719766587	-0.121570882568042	-0.121570882568042	NA	NA
Q68E01-2	1	0.604945894515095	0.604945894515095	0.139426071694599	0.385197922507673	-0.725121979285813	-0.725121979285813	INTS3 	INT3_HUMAN Integrator complex subunit 3 OS=Homo sapiens OX=9606 GN=INTS3 PE=1 SV=1
Q69YN2	2	0.943424795680764	0.943424795680764	0.125534470853558	0.369244620628649	-0.0840205757078209	-0.0840205757078209	CWF19L1 	C19L1_HUMAN CWF19-like protein 1 OS=Homo sapiens OX=9606 GN=CWF19L1 PE=1 SV=2
Q6BCY4	2	0.648831644105498	0.648831644105498	0.0200637656933003	0.162226948409048	-0.624083912075713	-0.624083912075713	CYB5R2 	NB5R2_HUMAN NADH-cytochrome b5 reductase 2 OS=Homo sapiens OX=9606 GN=CYB5R2 PE=1 SV=1
Q6IAN0	3	1.22440589389189	1.22440589389189	0.68569926625107	0.828002568754066	0.29208189465913	0.29208189465913	DHRS7B 	DRS7B_HUMAN Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens OX=9606 GN=DHRS7B PE=1 SV=2
Q6IRZ0	3	0.877771263387833	0.877771263387833	0.0308788034565181	0.20216515479133	-0.188083055091367	-0.188083055091367	NA	NA
Q6NUM9	8	0.834552066771263	0.834552066771263	0.000253926402686092	0.0138232132905792	-0.260926034359487	-0.260926034359487	RETSAT 	RETST_HUMAN All-trans-retinol 13,14-reductase OS=Homo sapiens OX=9606 GN=RETSAT PE=1 SV=2
Q6NUQ4	1	0.764644292718072	0.764644292718072	0.0358598842279763	0.218297045237806	-0.387139322868194	-0.387139322868194	TMEM214 	TM214_HUMAN Transmembrane protein 214 OS=Homo sapiens OX=9606 GN=TMEM214 PE=1 SV=2
Q6NXG1-3	1	0.785479487521596	0.785479487521596	0.0816607539420064	0.312194585269832	-0.348354494272123	-0.348354494272123	ESRP1 	ESRP1_HUMAN Epithelial splicing regulatory protein 1 OS=Homo sapiens OX=9606 GN=ESRP1 PE=1 SV=2
Q6P052	1	0.704247445950181	0.704247445950181	0.288110726626342	0.536321379085966	-0.505845668408831	-0.505845668408831	NA	NA
Q6P1J9	5	32.8072656298442	25.2363581768033	0.128134404624186	0.371187258164518	5.03594345019891	4.65743182694519	CDC73 	CDC73_HUMAN Parafibromin OS=Homo sapiens OX=9606 GN=CDC73 PE=1 SV=1
Q6P1M3	4	1.29688896228597	1.29688896228597	0.217673944697736	0.470853081790421	0.375054963462431	0.375054963462431	LLGL2 	L2GL2_HUMAN LLGL scribble cell polarity complex component 2 OS=Homo sapiens OX=9606 GN=LLGL2 PE=1 SV=2
Q6P1N9	3	0.876839681979116	0.876839681979116	0.0433041823077556	0.236183664990534	-0.189615004961365	-0.189615004961365	TATDN1 	TATD1_HUMAN Deoxyribonuclease TATDN1 OS=Homo sapiens OX=9606 GN=TATDN1 PE=1 SV=2
Q6P3W7	1	0.795438244520888	0.795438244520888	0.0966847818813241	0.333212495422244	-0.330178166570993	-0.330178166570993	SCYL2 	SCYL2_HUMAN SCY1-like protein 2 OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1
Q6P4E1	2	0.890659397582067	0.890659397582067	0.1224521320659	0.365690754110057	-0.167054267364766	-0.167054267364766	GOLM2 	GOLM2_HUMAN Protein GOLM2 OS=Homo sapiens OX=9606 GN=GOLM2 PE=1 SV=2
Q6PI48	4	0.928012060468173	0.928012060468173	0.0583549548954006	0.269274941284826	-0.107784540111497	-0.107784540111497	DARS2 	SYDM_HUMAN Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1
Q6PJ69	1	1.0633790828511	1.0633790828511	0.687109050584696	0.82890384894278	0.0886559933466473	0.0886559933466473	TRIM65 	TRI65_HUMAN Tripartite motif-containing protein 65 OS=Homo sapiens OX=9606 GN=TRIM65 PE=1 SV=3
Q6PKC0	8	1.26169788782713	1.26169788782713	0.616078246798936	0.782268628255929	0.335366499930592	0.335366499930592	GMPR2 	Q6PKC0_HUMAN GMP reductase OS=Homo sapiens OX=9606 GN=GMPR2 PE=2 SV=1
Q6UW68	6	1.16065212360069	1.16065212360069	0.647713126364378	0.80305968003204	0.214935625294327	0.214935625294327	TMEM205 	TM205_HUMAN Transmembrane protein 205 OS=Homo sapiens OX=9606 GN=TMEM205 PE=1 SV=1
Q6UWM9	1	0.698730387829144	0.698730387829144	0.0525746913473853	0.258023543349067	-0.517192210353672	-0.517192210353672	UGT2A3 	UD2A3_HUMAN UDP-glucuronosyltransferase 2A3 OS=Homo sapiens OX=9606 GN=UGT2A3 PE=2 SV=2
Q6UWW8	1	0.819138871546751	0.819138871546751	0.169463219620266	0.420336219623401	-0.287820037028536	-0.287820037028536	CES3 	EST3_HUMAN Carboxylesterase 3 OS=Homo sapiens OX=9606 GN=CES3 PE=1 SV=1
Q6UX06	9	5.478216064261	5.478216064261	0.00266988658349404	0.0559703707288105	2.45370616795834	2.45370616795834	OLFM4 	OLFM4_HUMAN Olfactomedin-4 OS=Homo sapiens OX=9606 GN=OLFM4 PE=1 SV=1
Q6UXN9	1	0.836585577871548	0.836585577871548	0.125027639619153	0.368989558285322	-0.257414967706923	-0.257414967706923	WDR82 	WDR82_HUMAN WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1
Q6ZMB0	4	1.2706595363879	1.2706595363879	0.714631731801585	0.842206532769143	0.345577522897098	0.345577522897098	B3GNT6 	B3GN6_HUMAN Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=B3GNT6 PE=1 SV=2
Q6ZMH5	2	0.711877627827194	0.711877627827194	0.00756927560009062	0.10152771996647	-0.490298832488016	-0.490298832488016	SLC39A5 	S39A5_HUMAN Zinc transporter ZIP5 OS=Homo sapiens OX=9606 GN=SLC39A5 PE=1 SV=3
Q6ZNB6	1	1.04030522768926	1.04030522768926	0.64349041637055	0.801640658410459	0.0570068801619944	0.0570068801619944	NFXL1 	NFXL1_HUMAN NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens OX=9606 GN=NFXL1 PE=1 SV=2
Q6ZRV2	2	1.04736452496064	1.04736452496064	0.499762635029382	0.703237661940162	0.0667636455404426	0.0667636455404426	FAM83H 	FA83H_HUMAN Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=3
Q6ZV30	2	1.55497474430324	1.55497474430324	0.405904403116658	0.637979338662255	0.636891148481688	0.636891148481688	NA	Q6ZV30_HUMAN Acetyl-coenzyme A synthetase OS=Homo sapiens OX=9606 PE=2 SV=1
Q71UM5	1	0.93880231270419	0.93880231270419	0.306715912505592	0.553855802074416	-0.0911066989969265	-0.0911066989969265	RPS27L 	RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3
Q75L79	3	0.732178332517178	0.732178332517178	0.000873950623873491	0.0307387855541282	-0.449733014542563	-0.449733014542563	CLDN3 	Q75L79_HUMAN Claudin OS=Homo sapiens OX=9606 GN=CLDN3 PE=2 SV=1
Q7KZI7	1	0.747284861911475	0.747284861911475	0.0841403647606756	0.316299763985587	-0.420269797619505	-0.420269797619505	MARK2 	MARK2_HUMAN Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2
Q7L0Y3	4	1.92351701734345	1.92351701734345	0.512623442833687	0.710430511036843	0.943746593205312	0.943746593205312	TRMT10C 	TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2
Q7L1Q6	5	97.8624748540256	114.172887329697	0.327039929552129	0.572640245689327	6.61268386258047	6.83507628391693	BZW1 	5MP2_HUMAN eIF5-mimic protein 2 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1
Q7L2E3	2	0.667489206502638	0.667489206502638	0.00639212992536923	0.0921835411332861	-0.583183586702927	-0.583183586702927	DHX30 	DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1
Q7L2H7	5	1.25884376229964	1.25884376229964	0.699367233894657	0.835887097939791	0.332099238305088	0.332099238305088	EIF3M 	EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1
Q7L2J0	2	0.702023007141708	0.702023007141708	0.0284853673300434	0.193498777431872	-0.510409782669005	-0.510409782669005	MEPCE 	MEPCE_HUMAN 7SK snRNA methylphosphate capping enzyme OS=Homo sapiens OX=9606 GN=MEPCE PE=1 SV=1
Q7L3T8	3	1.02476111429921	1.02476111429921	0.254811243869681	0.506502350059325	0.035287637162152	0.035287637162152	PARS2 	SYPM_HUMAN Probable proline--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=PARS2 PE=1 SV=1
Q7L5L3	2	0.61582819066222	0.61582819066222	0.0156502890500359	0.142154921055635	-0.699400183987766	-0.699400183987766	GDPD3 	GDPD3_HUMAN Lysophospholipase D GDPD3 OS=Homo sapiens OX=9606 GN=GDPD3 PE=1 SV=3
Q7LBC6-2	2	0.801410863648742	0.801410863648742	0.00788867003736279	0.102415767049387	-0.319386028310644	-0.319386028310644	KDM3B 	KDM3B_HUMAN Lysine-specific demethylase 3B OS=Homo sapiens OX=9606 GN=KDM3B PE=1 SV=2
Q7Z2K6	4	1.21042567822319	1.21042567822319	0.87437410015486	0.93761219987812	0.275514498625899	0.275514498625899	ERMP1 	ERMP1_HUMAN Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens OX=9606 GN=ERMP1 PE=1 SV=2
Q7Z2Z2	8	1.17405914216127	1.12514001123788	0.337124646438362	0.580771737850686	0.231505084728777	0.170104540064629	EFL1 	EFL1_HUMAN Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2
Q7Z3B1	1	0.814496217698025	0.814496217698025	0.141655162641415	0.388233261767445	-0.296020095609832	-0.296020095609832	NEGR1 	NEGR1_HUMAN Neuronal growth regulator 1 OS=Homo sapiens OX=9606 GN=NEGR1 PE=1 SV=3
Q7Z3U7-2	1	0.777241904183927	0.777241904183927	0.242347143561056	0.495424421417848	-0.363564410473843	-0.363564410473843	MON2 	MON2_HUMAN Protein MON2 homolog OS=Homo sapiens OX=9606 GN=MON2 PE=1 SV=3
Q7Z4H8	3	0.861665940642939	0.765925280571501	0.244423378907837	0.497295168023853	-0.214799435768497	-0.38472443721081	POGLUT3 	PLGT3_HUMAN Protein O-glucosyltransferase 3 OS=Homo sapiens OX=9606 GN=POGLUT3 PE=1 SV=2
Q7Z4V5	4	1.19265099401355	1.19265099401355	0.805218808701163	0.895595391555224	0.254171928305758	0.254171928305758	HDGFL2 	HDGR2_HUMAN Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1
Q7Z5L9	6	1.21905526760505	1.21905526760505	0.911299942024665	0.954318732808582	0.285763534073191	0.285763534073191	IRF2BP2 	I2BP2_HUMAN Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens OX=9606 GN=IRF2BP2 PE=1 SV=2
Q7Z6H8	3	0.587097459702447	0.587097459702447	0.0017999105919393	0.0468939669035708	-0.76832808054966	-0.76832808054966	NA	NA
Q7Z739	5	173.904471724112	186.326219704406	0.13683246443658	0.384065008130029	7.44215121989626	7.54168689344718	YTHDF3 	YTHD3_HUMAN YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1
Q7Z7E8	2	0.944612470437073	0.944612470437073	0.164947978354304	0.416127401186381	-0.0822055133275664	-0.0822055133275664	UBE2Q1 	UB2Q1_HUMAN Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens OX=9606 GN=UBE2Q1 PE=1 SV=1
Q7Z7F7	2	0.881205852097031	0.881205852097031	0.0540972726897007	0.26164234789801	-0.182449018864305	-0.182449018864305	MRPL55 	RM55_HUMAN 39S ribosomal protein L55, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL55 PE=1 SV=1
Q86T82	1	0.746908812459704	0.746908812459704	0.0981592211822316	0.335800724575612	-0.420995974821242	-0.420995974821242	USP37 	UBP37_HUMAN Ubiquitin carboxyl-terminal hydrolase 37 OS=Homo sapiens OX=9606 GN=USP37 PE=1 SV=2
Q86UV5	1	0.814086432168792	0.814086432168792	0.0463831148038009	0.243592317866412	-0.296746120246503	-0.296746120246503	USP48 	UBP48_HUMAN Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens OX=9606 GN=USP48 PE=1 SV=1
Q86V81	5	1.6831477714832	1.6831477714832	0.00115962415948463	0.0370786896651373	0.751161843231903	0.751161843231903	ALYREF 	THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3
Q86WJ1	2	0.878068382494486	0.878068382494486	0.14212665622373	0.38868417302481	-0.187594796078856	-0.187594796078856	CHD1L 	CHD1L_HUMAN Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=3
Q86WR0	2	1.33583036999	1.33583036999	0.871695391306308	0.936325673966786	0.417736819255318	0.417736819255318	CCDC25 	CCD25_HUMAN Coiled-coil domain-containing protein 25 OS=Homo sapiens OX=9606 GN=CCDC25 PE=1 SV=2
Q86XP3	4	0.952288978681892	0.952288978681892	0.0717025453924016	0.296414186712442	-0.0705286591187836	-0.0705286591187836	DDX42 	DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1
Q86YZ3	1	0.698011608774733	0.698011608774733	0.0754076579710479	0.303239968117735	-0.518677064494744	-0.518677064494744	HRNR 	HORN_HUMAN Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2
Q8IUD2	3	1.0742013706527	1.0742013706527	0.484495646189576	0.692960012372408	0.103264467448192	0.103264467448192	ERC1 	RB6I2_HUMAN ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1
